?????,?????,??????,?????,????????,??,??,???????
???????,??????? ???? ??? 148-17,????,1,044-300-2454,36.600971,127.293635,2024-05-31
???????,??????? ???? ??? 185-8,????,3,044-300-2454,36.599469,127.294994,2024-05-31
???????,??????? ???? ??? 185-11,????,1,044-300-2454,36.599468,127.295001,2024-05-31
???????,??????? ???? ??? 166-217,????,3,044-300-2454,36.598875,127.294962,2024-05-31
???????,??????? ???? ??? 243-3,????,3,044-300-2454,36.600125,127.294598,2024-05-31
???????,??????? ???? ??? 122,????,3,044-300-2454,36.603064,127.298125,2024-05-31
???????,??????? ???? ??5? 28,????,3,044-300-2454,36.604926,127.29282,2024-05-31
???????,??????? ???? ??? 89,????,4,044-300-2454,36.599189,127.298352,2024-05-31
???????,??????? ???? ???38-11,????,3,044-300-2454,36.601424,127.280278,2024-05-31
???????,??????? ???? ???65-25,????,4,044-300-2454,36.604781,127.279476,2024-05-31
???????,??????? ???? ???183,????,5,044-300-2454,36.604826,127.282791,2024-05-31
???????,??????? ???? ???65-9,????,5,044-300-2454,36.604065,127.280551,2024-05-31
???????,??????? ???? ???90-14,????,4,044-300-2454,36.603003,127.279947,2024-05-31
???????,??????? ???? ???62-11,????,5,044-300-2454,36.603391,127.284125,2024-05-31
???????,??????? ???? ???57,????,5,044-300-2454,36.602871,127.282669,2024-05-31
???????,??????? ???? ???67,????,4,044-300-2454,36.602304,127.281935,2024-05-31
???????,??????? ???? ???262-5,????,4,044-300-2454,36.60446,127.284484,2024-05-31
???????,??????? ???? ???50,????,4,044-300-2454,36.60202,127.284852,2024-05-31
???????,??????? ??12? 32,????,2,044-300-2454,36.60238,127.299623,2024-05-31
???????,??????? ???3? 19,????,2,044-300-2454,36.602234,127.298487,2024-05-31
???????,??????? ???? ??? 37,????,3,044-300-2454,36.613454,127.288449,2024-05-31
???????,??????? ???? ?????? 12-1,????,1,044-300-2454,36.611377,127.298498,2024-05-31
???????,??????? ???? ?? 1-14,????,2,044-300-2454,36.606757,127.298684,2024-05-31
???????,??????? ???? ??11? 6,????,3,044-300-2454,36.602256,127.297705,2024-05-31
???????,??????? ???? ??1? 20,????,2,044-300-2454,36.618988,127.288559,2024-05-31
???????,??????? ???? ??1? 46,????,3,044-300-2454,36.595537,127.300371,2024-05-31
???????,??????? ???? ??? 48-12 (????),????,3,044-300-2454,36.593406,127.298274,2024-05-31
???????,??????? ???? ?? 84,????,3,044-300-2454,36.595287,127.303549,2024-05-31
???????,??????? ???? ??? 49-4,????,3,044-300-2454,36.61748,127.291538,2024-05-31
???????,??????? ???? ??1? 11,????,3,044-300-2454,36.618904,127.289229,2024-05-31
???????,??????? ???? ??? 371-3,????,2,044-300-2454,36.618324,127.288227,2024-05-31
???????,??????? ???? ??? 364-44,????,3,044-300-2454,36.616435,127.286994,2024-05-31
???????,??????? ???? ??? 374-14,????,3,044-300-2454,36.61815,127.28955,2024-05-31
???????,??????? ???? ??? 66-57,????,5,044-300-2454,36.58878,127.296752,2024-05-31
???????,??????? ???? ??? 90-14,????,5,044-300-2454,36.590346,127.293786,2024-05-31
???????,??????? ???? ??? 127-2,????,3,044-300-2454,36.621838,127.290578,2024-05-31
???????,??????? ???? ??? 59,????,3,044-300-2454,36.614505,127.282405,2024-05-31
???????,??????? ???? ??? 136-3,????,2,044-300-2454,36.625477,127.288059,2024-05-31
???????,??????? ???? ??? 87-14,????,4,044-300-2454,36.600849,127.29169,2024-05-31
???????,??????? ???? ??? 236,????,2,044-300-2454,36.612038,127.296436,2024-05-31
???????,??????? ???? ??? 39-50,????,2,044-300-2454,36.586086,127.299117,2024-05-31
???????,??????? ???? ??2? 19,????,2,044-300-2454,36.607528,127.290253,2024-05-31
???????,??????? ???? ??? 197-7,????,2,044-300-2454,36.609544,127.295852,2024-05-31
???????,??????? ???? ??? 243-9,????,3,044-300-2454,36.601496,127.293263,2024-05-31
???????,??????? ???? ??? 164,????,4,044-300-2454,36.590722,127.296592,2024-05-31
???????,??????? ???? ??2? 19,????,2,044-300-2454,36.593809,127.296615,2024-05-31
???????,??????? ???? ??? 218,????,3,044-300-2454,36.607933,127.293749,2024-05-31
???????,??????? ???? ??? 39,????,2,044-300-2454,36.598057,127.301737,2024-05-31
???????,??????? ???? ???? 30,????,4,044-300-2454,36.609338,127.290394,2024-05-31
???????,??????? ???? ??? 307-5,????,3,044-300-2454,36.620523,127.26925,2024-05-31
???????,??????? ???? ??? 6,????,2,044-300-2454,36.598554,127.293771,2024-05-31
???????,??????? ???? ??12? 9-12,????,2,044-300-2454,36.604657,127.293334,2024-05-31
???????,??????? ???? ??? 191,????,1,044-300-2454,36.605422,127.294101,2024-05-31
???????,??????? ???? ?????? 26-14,????,1,044-300-2454,36.615392,127.291298,2024-05-31
???????,??????? ???? ??? 37,????,3,044-300-2454,36.614054,127.28919,2024-05-31
???????,??????? ???? ??? 47-3,????,2,044-300-2454,36.612058,127.295071,2024-05-31
???????,??????? ???? ??7? 13,????,2,044-300-2454,36.601779,127.287828,2024-05-31
???????,??????? ???? ??? 88-6,????,4,044-300-2454,36.595485,127.291134,2024-05-31
???????,??????? ???? ??? 177,????,2,044-300-2454,36.603648,127.296071,2024-05-31
???????,??????? ???? ??? 394,????,4,044-300-2454,36.593214,127.288295,2024-05-31
???????,??????? ???? ???  543,????,2,044-300-2454,36.61647,127.285163,2024-05-31
???????,??????? ???? ??? 399,????,2,044-300-2454,36.589514,127.291527,2024-05-31
???????,??????? ???? ??10? 2,????,3,044-300-2454,36.603664,127.291459,2024-05-31
???????,??????? ???? ?? 166-1,????,2,044-300-2454,36.598009,127.297338,2024-05-31
???????,??????? ???? ??? 90-4,????,2,044-300-2454,36.586195,127.294677,2024-05-31
???????,??????? ???? ???5? 31,????,2,044-300-2454,36.602823,127.299033,2024-05-31
???????,??????? ???? ?? 145,????,1,044-300-2454,36.606808,127.295914,2024-05-31
???????,??????? ???? ??? 8-9,????,3,044-300-2454,36.597112,127.2945,2024-05-31
???????,??????? ???? ??? 107-1,????,4,044-300-2454,36.585996,127.296209,2024-05-31
???????,??????? ???? ?? 86,????,2,044-300-2454,36.599966,127.304459,2024-05-31
???????,??????? ???? ?? 60-5,????,4,044-300-2454,36.598302,127.299275,2024-05-31
???????,??????? ???? ?? 117-10,????,3,044-300-2454,36.602595,127.300931,2024-05-31
???????,??????? ???? ???? 30,????,4,044-300-2454,36.608954,127.29193,2024-05-31
???????,??????? ???? ??? 221,????,2,044-300-2454,36.608339,127.293288,2024-05-31
???????,??????? ???? ??? 280-1,????,3,044-300-2454,36.60125,127.288538,2024-05-31
???????,??????? ???? ??18? 36-1,????,2,044-300-2454,36.605116,127.299456,2024-05-31
???????,??????? ???? ??? 185-1,????,3,044-300-2454,36.590378,127.293619,2024-05-31
???????,??????? ???? ??? 259-5,????,1,044-300-2454,36.604003,127.293839,2024-05-31
???????,??????? ???? ?? 27-1,????,3,044-300-2454,36.604553,127.298732,2024-05-31
???????,??????? ???? ??? 60-2,????,2,044-300-2454,36.603408,127.287472,2024-05-31
???????,??????? ???? ??18-10,????,4,044-300-2454,36.602434,127.303145,2024-05-31
???????,??????? ???? ?? 27-1,????,3,044-300-2454,36.604976,127.298057,2024-05-31
???????,??????? ???? ??14? 7,????,2,044-300-2454,36.603245,127.297847,2024-05-31
???????,??????? ???? ??? 108,????,1,044-300-2454,36.601373,127.298598,2024-05-31
???????,??????? ???? ??4? 18,????,1,044-300-2454,36.60447,127.291885,2024-05-31
???????,??????? ???? ???1? 16,????,1,044-300-2454,36.607166,127.299696,2024-05-31
???????,??????? ???? ??144,????,2,044-300-2454,36.597678,127.302452,2024-05-31
???????,??????? ???? ??? ?20-11,????,2,044-300-2454,36.604034,127.27523,2024-05-31
???????,??????? ???? ????? 29,????,2,044-300-2454,36.596994,127.293559,2024-05-31
???????,??????? ???? ??? 5,????,3,044-300-2454,36.603257,127.290349,2024-05-31
???????,??????? ???? ??? 68-10,????,2,044-300-2454,36.594286,127.295185,2024-05-31
???????,??????? ???? ???? 49,????,2,044-300-2454,36.606153,127.300447,2024-05-31
???????,??????? ???? ?? 141-54,????,4,044-300-2454,36.600828,127.296822,2024-05-31
???????,??????? ???? ??82,????,1,044-300-2454,36.60062,127.301301,2024-05-31
???????,??????? ???? ??? 132,????,4,044-300-2454,36.590438,127.292767,2024-05-31
???????,??????? ???? ??? 215,????,2,044-300-2454,36.603798,127.296219,2024-05-31
???????,??????? ???? ??? 215,????,2,044-300-2454,36.603741,127.296243,2024-05-31
???????,??????? ???? ??? 8,????,3,044-300-2454,36.625404,127.289933,2024-05-31
???????,??????? ???? ??12? 68,????,4,044-300-2454,36.602847,127.301795,2024-05-31
???????,??????? ???? ?? 115-20,????,3,044-300-2454,36.603575,127.301324,2024-05-31
???????,??????? ???? ??14? 97,????,4,044-300-2454,36.604215,127.302864,2024-05-31
???????,??????? ???? ???3? 17,????,4,044-300-2454,36.605299,127.300761,2024-05-31
???????,??????? ???? ???? 67,????,4,044-300-2454,36.605766,127.3013,2024-05-31
???????,??????? ???? ??? 209-4,????,1,044-300-2454,36.58305,127.291729,2024-05-31
???????,??????? ???? ??14? 42,????,3,044-300-2454,36.603048,127.30024,2024-05-31
???????,??????? ???? ??? 320-6,????,2,044-300-2454,36.618508,127.290094,2024-05-31
???????,??????? ???? ?? 157,????,2,044-300-2454,36.597429,127.297218,2024-05-31
???????,??????? ???? ??5? 7,????,4,044-300-2454,36.604734,127.29111,2024-05-31
???????,???? ??? ??? ??? 693-45,????,4,044-300-2454,36.585836,127.300299,2024-05-31
???????,??????? ???? ??1? 23,????,3,044-300-2454,36.601489,127.289212,2024-05-31
???????,??????? ???? ?? 13,????,3,044-300-2454,36.602047,127.300509,2024-05-31
???????,??????? ???? ?? 490,????,4,044-300-2454,36.596604,127.299655,2024-05-31
???????,??????? ???? ?? 12-2,????,4,044-300-2454,36.600112,127.301914,2024-05-31
???????,??????? ???? ???5? 24,????,3,044-300-2454,36.607464,127.292357,2024-05-31
???????,??????? ???? ??? 493-5,????,3,044-300-2454,36.624373,127.286567,2024-05-31
???????,??????? ???? ?? 52-9,????,1,044-300-2454,36.599871,127.303936,2024-05-31
???????,??????? ???? ??11? 12,????,1,044-300-2454,36.604491,127.292506,2024-05-31
???????,??????? ???? ??? 382,????,2,044-300-2454,36.59472,127.284136,2024-05-31
???????,??????? ???? ?? 28-1,????,2,044-300-2454,36.603269,127.303709,2024-05-31
???????,??????? ???? ?? 157,????,2,044-300-2454,36.595628,127.297261,2024-05-31
???????,??????? ???? ??? 219-2,????,2,044-300-2454,36.62954,127.287454,2024-05-31
???????,??????? ???? ??? 56,????,3,044-300-2454,36.596804,127.301328,2024-05-31
???????,??????? ???? ???248,????,1,044-300-2454,36.603064,127.288561,2024-05-31
???????,??????? ???? ??? 160-14,????,3,044-300-2454,36.582998,127.292822,2024-05-31
???????,??????? ???? ?? 62-24,????,2,044-300-2454,36.597428,127.300516,2024-05-31
???????,??????? ???? ?? 63-4,????,4,044-300-2454,36.598444,127.300413,2024-05-31
???????,??????? ???? ??? 76-4,????,3,044-300-2454,36.595602,127.293506,2024-05-31
???????,??????? ???? ??? 90-11,????,4,044-300-2454,36.585503,127.294788,2024-05-31
???????,??????? ???? ?? 85,????,2,044-300-2454,36.601706,127.304936,2024-05-31
???????,??????? ???? ??14? 42,????,3,044-300-2454,36.603061,127.300245,2024-05-31
???????,??????? ???? ??? 16,????,3,044-300-2454,36.605059,127.296286,2024-05-31
???????,??????? ???? ??? 206-10,????,3,044-300-2454,36.590575,127.299,2024-05-31
???????,??????? ???? ??? 384,????,3,044-300-2454,36.591065,127.29519,2024-05-31
???????,??????? ???? ??? 177-1,????,3,044-300-2454,36.592752,127.28645,2024-05-31
???????,??????? ???? ??? 13,????,3,044-300-2454,36.596166,127.28969,2024-05-31
???????,??????? ???? ??? 253-27,????,2,044-300-2454,36.595669,127.28941,2024-05-31
???????,??????? ???? ????? 21-1,????,2,044-300-2454,36.596971,127.291431,2024-05-31
???????,??????? ???? ?? 53,????,2,044-300-2454,36.605429,127.297272,2024-05-31
???????,??????? ???? ??? 193-3,????,1,044-300-2454,36.606697,127.292936,2024-05-31
???????,??????? ???? ??9? 8,????,1,044-300-2454,36.603886,127.289859,2024-05-31
???????,??????? ???? ??? 177-15,????,3,044-300-2454,36.607573,127.289243,2024-05-31
???????,??????? ???? ??? 28,????,1,044-300-2454,36.606087,127.287036,2024-05-31
???????,??????? ???? ??? 202-2,????,1,044-300-2454,36.606347,127.294109,2024-05-31
???????,??????? ???? ??? 31,????,2,044-300-2454,36.598403,127.296058,2024-05-31
???????,??????? ???? ?? 487,????,3,044-300-2454,36.598375,127.304415,2024-05-31
???????,??????? ???? ??? 339,????,3,044-300-2454,36.598805,127.27597,2024-05-31
???????,??????? ???? ?? 154-9,????,3,044-300-2454,36.596437,127.297647,2024-05-31
???????,??????? ???? ?? 154-9,????,3,044-300-2454,36.597317,127.297466,2024-05-31
???????,??????? ???? ??? 392-3,????,3,044-300-2454,36.615616,127.288354,2024-05-31
???????,??????? ???? ??? 392-3,????,5,044-300-2454,36.61459,127.290387,2024-05-31
???????,??????? ???? ??1? 40,????,1,044-300-2454,36.60865,127.289506,2024-05-31
???????,??????? ???? ??? 359-1,????,1,044-300-2454,36.614995,127.287884,2024-05-31
???????,??????? ???? ??? 159 (?????),????,1,044-300-2454,36.603493,127.292663,2024-05-31
???????,??????? ???? ??? 501-4,????,1,044-300-2454,36.617272,127.28648,2024-05-31
???????,??????? ???? ???? 17,????,1,044-300-2454,36.605587,127.291438,2024-05-31
???????,??????? ???? ??? 244-2,????,3,044-300-2454,36.592886,127.300649,2024-05-31
???????,??????? ???? ??? 58,????,3,044-300-2454,36.596655,127.301805,2024-05-31
???????,??????? ???? ???? 45-11,????,3,044-300-2454,36.602508,127.30217,2024-05-31
???????,??????? ???? ??? 496,????,3,044-300-2454,36.622978,127.290389,2024-05-31
???????,??????? ???? ?? 24,????,1,044-300-2454,36.600842,127.303868,2024-05-31
???????,??????? ???? ???? 98,????,1,044-300-2454,36.590731,127.300981,2024-05-31
???????,??????? ???? ?? 95-2,????,1,044-300-2454,36.601274,127.302428,2024-05-31
???????,??????? ???? ??? 248 (?????),????,1,044-300-2454,36.602773,127.296509,2024-05-31
???????,??????? ???? ??? 404-3,????,3,044-300-2454,36.612891,127.280407,2024-05-31
???????,??????? ???? ??? 179-1,????,2,044-300-2454,36.598996,127.293718,2024-05-31
???????,??????? ???? ??? 330-1,????,2,044-300-2454,36.597745,127.289826,2024-05-31
???????,??????? ???? ??12? 32,????,2,044-300-2454,36.602387,127.299691,2024-05-31
???????,??????? ???? ???3? 10,????,3,044-300-2454,36.613166,127.294819,2024-05-31
???????,??????? ???? ??? 60,????,3,044-300-2454,36.605907,127.281814,2024-05-31
???????,??????? ???? ??1? 101 (?????),????,2,044-300-2454,36.596204,127.302668,2024-05-31
???????,??????? ???? ????? 25,????,3,044-300-2454,36.596068,127.294761,2024-05-31
???????,??????? ???? ??? 91-2,????,3,044-300-2454,36.610604,127.296749,2024-05-31
???????,??????? ???? ??? 240-4,????,2,044-300-2454,36.598431,127.288342,2024-05-31
???????,??????? ???? ??? 100-8,????,1,044-300-2454,36.603537,127.294083,2024-05-31
???????,??????? ???? ?? 40,????,3,044-300-2454,36.599518,127.300229,2024-05-31
???????,??????? ???? ??? 288,????,4,044-300-2454,36.60192,127.289718,2024-05-31
???????,??????? ???? ??? ??3? 1,????,3,044-300-2454,36.599453,127.289552,2024-05-31
???????,??????? ???? ??4? 12,????,4,044-300-2454,36.60021,127.288125,2024-05-31
???????,??????? ???? ??? 239-10,????,3,044-300-2454,36.607822,127.285572,2024-05-31
???????,??????? ???? ????? 13,????,3,044-300-2454,36.595128,127.294801,2024-05-31
???????,??????? ???? ??? 96-6,????,3,044-300-2454,36.592101,127.29646,2024-05-31
???????,??????? ???? ??? 248,????,3,044-300-2454,36.602138,127.296273,2024-05-31
???????,??????? ???? ??? 248,????,3,044-300-2454,36.602717,127.296101,2024-05-31
???????,??????? ???? ??? 378-5,????,3,044-300-2454,36.617364,127.288724,2024-05-31
???????,??????? ???? ??? 489-2,????,2,044-300-2454,36.634409,127.288813,2024-05-31
???????,??????? ???? ???105-2,????,4,044-300-2454,36.607408,127.296958,2024-05-31
???????,??????? ???? ???11-30,????,2,044-300-2454,36.597449,127.293352,2024-05-31
???????,??????? ???? ??? 89-4,????,4,044-300-2454,36.600659,127.276175,2024-05-31
???????,??????? ???? ??? 144-12,????,3,044-300-2454,36.601126,127.294863,2024-05-31
???????,??????? ???? ??? 445-19,????,2,044-300-2454,36.6187,127.28568,2024-05-31
???????,??????? ???? ??2? 23,????,2,044-300-2454,36.594863,127.300492,2024-05-31
???????,??????? ???? ??? 162-3,????,3,044-300-2454,36.606941,127.277957,2024-05-31
???????,??????? ???? ?? 52-5,????,4,044-300-2454,36.604644,127.301943,2024-05-31
???????,??????? ???? ??? 123,????,1,044-300-2454,36.592517,127.293545,2024-05-31
???????,??????? ???? ?? 157,????,4,044-300-2454,36.596985,127.296331,2024-05-31
???????,??????? ??? ??? 130-8,????,3,044-300-2454,36.682044,127.196867,2024-05-31
???????,??????? ??? ??? 130-8,????,3,044-300-2454,36.682105,127.197337,2024-05-31
???????,??????? ??? ??? 269-24,????,3,044-300-2454,36.678544,127.203452,2024-05-31
???????,??????? ??? ??? 315-45,????,3,044-300-2454,36.679455,127.197326,2024-05-31
???????,??????? ??? ??? 525,????,3,044-300-2454,36.64931,127.186519,2024-05-31
???????,??????? ??? ??? 357,????,3,044-300-2454,36.6788,127.1948,2024-05-31
???????,??????? ??? ??? 190,????,3,044-300-2454,36.6683,127.1918,2024-05-31
???????,??????? ??? ??? 60,????,2,044-300-2454,36.674072,127.194034,2024-05-31
???????,??????? ??? ??? 505-15,????,2,044-300-2454,36.654245,127.189065,2024-05-31
???????,??????? ??? ??? 20-12,????,4,044-300-2454,36.678559,127.204718,2024-05-31
???????,??????? ??? ??? 98-1,????,1,044-300-2454,36.68074,127.197286,2024-05-31
???????,??????? ??? ???? 1204-9,????,4,044-300-2454,36.680881,127.202336,2024-05-31
???????,??????? ??? ??? 696-1??,????,2,044-300-2454,36.681333,127.168882,2024-05-31
???????,??????? ??? ??? 582-9,????,3,044-300-2454,36.689997,127.205197,2024-05-31
???????,??????? ??? ???? 21,????,3,044-300-2454,36.679687,127.180462,2024-05-31
???????,??????? ??? ??? 117-3,????,3,044-300-2454,36.682533,127.209506,2024-05-31
???????,??????? ??? ???1? 59,????,3,044-300-2454,36.681103,127.214132,2024-05-31
???????,??????? ??? ????? 17,????,3,044-300-2454,36.674537,127.206393,2024-05-31
???????,??????? ??? ?????? 34,????,3,044-300-2454,36.682845,127.206436,2024-05-31
???????,??????? ??? ??? 13,????,1,044-300-2454,36.687966,127.191738,2024-05-31
???????,??????? ??? ??? 86-1,????,3,044-300-2454,36.654843,127.187283,2024-05-31
???????,??????? ??? ??? 95-1,????,3,044-300-2454,36.675981,127.206469,2024-05-31
???????,??????? ??? ??? 157-23,????,2,044-300-2454,36.67999,127.208076,2024-05-31
???????,??????? ??? ??? 258-2,????,3,044-300-2454,36.679596,127.201903,2024-05-31
???????,??????? ??? ??? 253-13,????,1,044-300-2454,36.679349,127.203844,2024-05-31
???????,??????? ??? ??? 361-3,????,2,044-300-2454,36.640542,127.177396,2024-05-31
???????,??????? ??? ??? 153-1,????,3,044-300-2454,36.603987,127.186347,2024-05-31
???????,??????? ??? ????2? 2-4,????,3,044-300-2454,36.681931,127.204434,2024-05-31
???????,??????? ??? ??? 8-5,????,4,044-300-2454,36.676142,127.199383,2024-05-31
???????,??????? ??? ????2? 2-4,????,4,044-300-2454,36.67176,127.216685,2024-05-31
???????,??????? ??? ??? 120-3,????,3,044-300-2454,36.60859,127.172274,2024-05-31
???????,??????? ??? ??? 98-12,????,2,044-300-2454,36.681357,127.196406,2024-05-31
???????,??????? ??? ??? 218-2,????,3,044-300-2454,36.679173,127.205202,2024-05-31
???????,??????? ??? ??? 200-1,????,1,044-300-2454,36.679813,127.205792,2024-05-31
???????,??????? ??? ??? 615,????,1,044-300-2454,36.7028,127.217595,2024-05-31
???????,??????? ??? ??? 192-1,????,2,044-300-2454,36.680319,127.203887,2024-05-31
???????,??????? ??? ??? 327-4,????,3,044-300-2454,36.679103,127.195819,2024-05-31
???????,??????? ??? ??? 843-34,????,3,044-300-2454,36.679509,127.176124,2024-05-31
???????,??????? ??? ??1? 31,????,2,044-300-2454,36.662101,127.187951,2024-05-31
???????,??????? ??? ??? 348,????,1,044-300-2454,36.700458,127.234641,2024-05-31
???????,??????? ??? ???? 41,????,3,044-300-2454,36.682364,127.203051,2024-05-31
???????,??????? ??? ??? 193-1,????,3,044-300-2454,36.679609,127.207114,2024-05-31
???????,??????? ??? ??? 4-6,????,2,044-300-2454,36.670733,127.195077,2024-05-31
???????,??????? ??? ??? 120-4,????,1,044-300-2454,36.609671,127.172146,2024-05-31
???????,??????? ??? ??? 330-4,????,4,044-300-2454,36.639476,127.176275,2024-05-31
???????,??????? ??? ??? 381-8,????,2,044-300-2454,36.627062,127.174465,2024-05-31
???????,??????? ??? ???507-3,????,3,044-300-2454,36.690116,127.209528,2024-05-31
???????,??????? ??? ???? 1204-9,????,4,044-300-2454,36.680928,127.203743,2024-05-31
???????,??????? ??? ??? 33,????,3,044-300-2454,36.677986,127.206084,2024-05-31
???????,??????? ??? ???? 407,????,2,044-300-2454,36.71263,127.211386,2024-05-31
???????,??????? ??? ??? 696-1 ??,????,1,044-300-2454,36.681604,127.169959,2024-05-31
???????,??????? ??? ??? 154-1,????,1,044-300-2454,36.717517,127.211733,2024-05-31
???????,??????? ??? ??? 526,????,4,044-300-2454,36.603411,127.167741,2024-05-31
???????,??????? ??? ??? 368-3,????,3,044-300-2454,36.649522,127.213778,2024-05-31
???????,??????? ??? ??? 240-1,????,4,044-300-2454,36.626038,127.236248,2024-05-31
???????,??????? ??? ??? 614-2,????,3,044-300-2454,36.655078,127.26633,2024-05-31
???????,??????? ??? ??? 163-2,????,3,044-300-2454,36.664067,127.255361,2024-05-31
???????,??????? ??? ??? 178-1,????,3,044-300-2454,36.6306,127.2659,2024-05-31
???????,??????? ??? ???? 362,????,1,044-300-2454,36.653857,127.266346,2024-05-31
???????,??????? ??? ???4? 9,????,2,044-300-2454,36.65562,127.265046,2024-05-31
???????,??????? ??? ??? 528,????,3,044-300-2454,36.683042,127.217695,2024-05-31
???????,??????? ??? ??? 50-1,????,4,044-300-2454,36.662542,127.214183,2024-05-31
???????,??????? ??? ??? 50-2,????,3,044-300-2454,36.62764,127.248406,2024-05-31
???????,??????? ??? ??? 64-1,????,3,044-300-2454,36.658303,127.233009,2024-05-31
???????,??????? ??? ???? 24-8,????,3,044-300-2454,36.670241,127.275002,2024-05-31
???????,??????? ??? ??? 386-6,????,2,044-300-2454,36.632537,127.273334,2024-05-31
???????,??????? ??? ??? 456-5,????,1,044-300-2454,36.665652,127.245703,2024-05-31
???????,??????? ??? ??? 108-2,????,1,044-300-2454,36.682746,127.26492,2024-05-31
???????,??????? ??? ??? 30-3,????,3,044-300-2454,36.673378,127.301571,2024-05-31
???????,??????? ??? ???205-11,????,1,044-300-2454,36.639656,127.268957,2024-05-31
???????,??????? ??? ??? 606-1,????,1,044-300-2454,36.655969,127.26887,2024-05-31
???????,??????? ??? ???3? 9,????,1,044-300-2454,36.655847,127.266243,2024-05-31
???????,??????? ??? ??? 337-3,????,3,044-300-2454,36.649439,127.271417,2024-05-31
???????,??????? ??? ??? 361-6,????,3,044-300-2454,36.658739,127.256021,2024-05-31
???????,??????? ??? ??? 219-10,????,3,044-300-2454,36.664602,127.219609,2024-05-31
???????,??????? ??? ??? 11-1,????,4,044-300-2454,36.630544,127.25636,2024-05-31
???????,??????? ??? ??? 351-2,????,3,044-300-2454,36.644078,127.276415,2024-05-31
???????,??????? ??? ??? 118-3,????,3,044-300-2454,36.670578,127.224681,2024-05-31
???????,??????? ??? ??? 708-4,????,3,044-300-2454,36.655247,127.264358,2024-05-31
???????,??????? ??? ??? 588-7,????,1,044-300-2454,36.655589,127.267214,2024-05-31
???????,??????? ??? ??? 556-2,????,3,044-300-2454,36.661699,127.257264,2024-05-31
???????,??????? ??? ??? 184,????,2,044-300-2454,36.630762,127.269569,2024-05-31
???????,??????? ??? ??? 311,????,2,044-300-2454,36.625065,127.232756,2024-05-31
???????,??????? ??? ??? 166,????,2,044-300-2454,36.638001,127.217282,2024-05-31
???????,??????? ??? ??? 687-24,????,2,044-300-2454,36.664111,127.274044,2024-05-31
???????,??????? ??? ??? 230-9,????,3,044-300-2454,36.4549,127.21208,2024-05-31
???????,??????? ??? ??? 622,????,3,044-300-2454,36.45546,127.21169,2024-05-31
???????,??????? ??? ??? 218-7,????,3,044-300-2454,36.45647,127.21051,2024-05-31
???????,??????? ??? ??? 620,????,3,044-300-2454,36.45659,127.21101,2024-05-31
???????,??????? ??? ??? 202,????,3,044-300-2454,36.45779,127.21183,2024-05-31
???????,??????? ??? ??? 92,????,4,044-300-2454,36.497639,127.188881,2024-05-31
???????,??????? ??? ??? 445-57,????,4,044-300-2454,36.496002,127.192935,2024-05-31
???????,??????? ??? ??? 193,????,3,044-300-2454,36.45959,127.211882,2024-05-31
???????,??????? ??? ??? 354,????,3,044-300-2454,36.438223,127.218637,2024-05-31
???????,??????? ??? ??? 343-1,????,3,044-300-2454,36.499095,127.218259,2024-05-31
???????,??????? ??? ??? 506-1,????,3,044-300-2454,36.5034,127.2289,2024-05-31
???????,??????? ??? ??? 703,????,4,044-300-2454,36.510503,127.209181,2024-05-31
???????,??????? ??? ??? 713,????,3,044-300-2454,36.549303,127.206645,2024-05-31
???????,??????? ??? ??? 693,????,4,044-300-2454,36.561948,127.212122,2024-05-31
???????,??????? ??? ??? 407,????,3,044-300-2454,36.438673,127.209204,2024-05-31
???,???? ??? ??? 19-48,????,4,044-300-2454,36.489181,127.192818,2024-05-31
???????,??????? ??? ??? 411-1,????,2,044-300-2454,36.439381,127.206941,2024-05-31
???????,??????? ??? ??? 154-45,????,2,044-300-2454,36.497392,127.205711,2024-05-31
???????,??????? ??? ??? 292-6,????,3,044-300-2454,36.54934,127.190442,2024-05-31
???????,??????? ??? ??? 359,????,4,044-300-2454,36.495283,127.202727,2024-05-31
???????,??????? ??? ??? 15-10,????,3,044-300-2454,36.475804,127.238405,2024-05-31
???????,??????? ??? ??? 567,????,3,044-300-2454,36.499153,127.220877,2024-05-31
???????,??????? ??? ??? 259,????,3,044-300-2454,36.448367,127.210657,2024-05-31
???????,??????? ??? ??? 317-1,????,3,044-300-2454,36.495073,127.210335,2024-05-31
???????,??????? ??? ??? 484-3,????,3,044-300-2454,36.495634,127.198905,2024-05-31
???????,??????? ??? ??? 230-4,????,2,044-300-2454,36.455045,127.211238,2024-05-31
???????,??????? ??? ??? 55,????,3,044-300-2454,36.521532,127.226537,2024-05-31
???????,??????? ??? ??? 438-1,????,2,044-300-2454,36.500617,127.215477,2024-05-31
???????,??????? ??? ??? 201-5,????,3,044-300-2454,36.500054,127.229143,2024-05-31
???????,??????? ??? ????? 11-1,????,2,044-300-2454,36.497135,127.207111,2024-05-31
???????,??????? ??? ??? 171-8,????,1,044-300-2454,36.492384,127.221429,2024-05-31
???????,??????? ??? ??? 359,????,4,044-300-2454,36.494,127.202107,2024-05-31
???????,??????? ??? ????? 11,????,2,044-300-2454,36.498168,127.205134,2024-05-31
???????,??????? ??? ??? 342,????,2,044-300-2454,36.438076,127.220844,2024-05-31
???????,??????? ??? ??? 531,????,2,044-300-2454,36.503015,127.176236,2024-05-31
???????,??????? ??? ???? 25,????,2,044-300-2454,36.501138,127.223015,2024-05-31
